,sentiment,content
3614,1,new logo web cheak it gallethoo
3615,1,added minute morning sleep cutting useless today show feel nice
3616,1,mcflyyerr yeah that s trueee can t wait till tour dvd come out tour epic backstage material hilarious
3617,0,lt bored death
3618,0,jasonvonberg thats crazy part reason include quot full schedule quot amp quot travelling daughter quot so not cool
3619,1,happy anniversary tayloredot hellohouston know whyyyy three year baby
3620,0,bigzflygerian sorry impressed slightest b c u eat pussy more like saddened confused
3621,0,zwriter missing qualifying think david reutimann leading
3622,0,susan ferman that s weak facebook fail
3623,1,telesilla indeed thanks sharing that go sleep giggling night
3624,1,skip school way often rather proud actually
3625,0,deviantlysweet neat hearing u kiddshow today wish
3626,0,oh no used internal sig external e mail damn fb
3627,0,brighit lilypenelope guy vincent torbengee winsorandnewt missed party bought wine everything
3628,1,twas good show even liked ciara s last song time go bed g night
3629,1,lovelybookie yaaaay mish following gab
3630,0,danielradcliffe snitchsneeker photo cool but dang what s comment chest hair that s creepy
3631,0,mcdaydreamer some and best friend go school the others change school
3632,1,wheelchair fitting today mall buzzing amp home depot quot homebound quot got real old goal taxi yellow electric red
3633,0,today day leakycon awesome number wish far away
3634,1,good morning
3635,0,oh no sun s gone
3636,0,nothing could get worse could it think id verge killing someone else thing good anymore
3637,1,lauraduhaime im great thank
3638,0,misskellyo wish could eat
3639,1,morning world sun seems gone away maybe majorca popular tourist spot hope come back soon
3640,0,grandma caminker passed away today missed may rest peace
3641,1,watched kunguma poovum konjuma puravum liked much excellent cinematography
3642,1,woke cat face haha
3643,1,laninicole yeh yeh would switch cingular friend t mobile free minute yo
3644,1,andrew theme tune robin batman
3645,0,ugh two week push produce six pack produced nothing pain
3646,0,still freakin missing game jonasnewsongs
3647,0,aaronob it itunes lost song
3648,1,datadirt hahah okay thanks short explanation
3649,0,using tiffys computer it feel different mine touch different
3650,1,resist http blip fm zv
3651,1,yatpundit oooh ok thought losing mizmind
3652,1,mirnygirly work drop line would love talk
3653,1,missing husband nice wake parent house dog ecstatic
3654,0,sheiroq fuckyoumonday like it totally crap tastic rainy day here work hug
3655,1,forgot lumpia pancit fridge last night yay
3656,0,kinda sad alone time miss brother friend suck mean one even called week
3657,1,waking working happy be gonna great day today see it and im sore running yesterday
3658,1,michellephant nice stay long got hotel room
3659,0,notthebest weekend but oh well i right sad
3660,1,clumsy steph yeah school suck totally yea grateful got better place man cant tell excited hul
3661,0,damn sunburn hurting jack whitehall mmmmm
3662,1,finished loading aim guess what get update twitter it message at katie arttt
3663,0,zackintoys sadly hopeful american doll posse blah vacant dynamic
3664,1,good morning twitter bugsssss am day start nowwwww
3665,0,sunburn itch ouch
3666,1,received personal email perez hilton
3667,1,omg nicolekennedy found thnx
3668,0,kelcouch sorry least friday
3669,1,watching miley cyrus youtube
3670,1,lol simpson se quot first day new school lisa fun bart don t quot
3671,0,guess meant change
3672,1,kicesie elope can t wait see picture dress breath taking
3673,1,reception food long beach graduation champagne http twitpic com eba
3674,1,gabyrosario thanks shoutout
3675,1,sweetemmaxxx love cheesey one cool orignal one skip brother got try u c haha
3676,1,allyycase suuure
3677,1,little girl holly find time aw get load vote bet
3678,1,nethra one funny msg fb time actual link today received message
3679,1,rkuang know right super excited told y all busiest time year
3680,0,missing smartbrain bkk na
3681,0,sad show mcfly nesse exato momento e eu aqui
3682,1,great long weekend far going run judo tonight blue water quot retail therapy quot
3683,1,superannuation haha keep mind far reckon enough money stop hair greying retire d
3684,0,suprnaturlshana look much better short hair
3685,1,miafreedman looked gorgeous last night hope heap fun
3686,1,omg happy now thanks micheal sheen aka aro know photoshoot volturi done happies
3687,0,cant sleep tired goodnight maybe
3688,1,dnt even like wearing skinny jean cuz yall bitch as nias
3689,1,social fun swam water boxer
3690,1,pandalion wow totally awesome action guinea pig want go see now now think allowed take lance
3691,0,fever dont feel work
3692,1,tired happy orphanage wow babysitting really fun
3693,1,deversum good morning hazel caffeine shot
3694,1,traceyctt live pain bring
3695,1,eat hot link torta
3696,1,jen nope quot done quot yet
3697,1,houstatlantavegas sooner later nov th night off successful last hour heavennn
3698,1,veropperez great gpt tp put lyric in finsih background go writing done
3699,1,rupert grint dog thingy adorable golden retriever would awesome husky too x
3700,0,ohmahlanta esther want deal
3701,0,nothing like yoga clear mind make realize crappy thing really
3702,0,whats wrong flickr http www flickr com photo frenchtoastcake quilt top photo show click it sad story
3703,0,rachelamac aww poor thing hope go well
3704,0,get see fav today like planned
3705,1,nobody ever mandagh make sad
3706,0,espncommunityed forget nash disappointing sun fan
3707,0,roxie feeling well http apps facebook com dogbook profile view
3708,0,snowgirl avoid burning desire say already one no room piglet enough room chuck
3709,1,ah wokking great could eat much ice cream what never eat much ice cream life
3710,0,vosdjs lol yea fondue point chocolate lava cake really want but wont im mon fri babe
3711,0,broke girlfriend feeling lonely heartbroken sad time guy n
3712,1,rest earlier good health so say good nite all
3713,1,love rain im golfing
3714,0,ok everyone im stuck bored ill
3715,0,nice day today stuck indoors revising week over
3716,0,evermore amp end fashion rock poor foot though oww injured foot good sore tomorrow detail follow later
3717,1,fatally yours that s stunning
3718,0,plan got ruined blackstone going carnival tomorrow weather good
3719,0,chrisefs tryed day werent giving using
3720,1,tomfelton awww sooo adorable old u video
3721,0,already miss dunhams
3722,1,finally home night dinner drinking friend going sleep now hoping bed spin much
3723,0,panda express long missed
3724,0,liamjhayter chroma key coolness cumulus seminar going online see live feed
3725,0,amillerwvu going mad got sent office sub class really bad that hear sorry
3726,1,joshuawoodard happy birthday man ride wedding see guy soon though play july th
3727,0,aubreyoday aw sad give ginger little pat head me mwah
3728,1,yoga school could better
3729,1,bought dress yesterday day til chris home excited gavin first tooth
3730,1,new york ft look rather good last night big apple
3731,1,celia brad finished lol
3732,0,man work busy today people called sick old pervert keep rolling sadness abounds
3733,0,hmm disappointed made serving able enjoy one stomach full wishing company help
3734,0,ok want quit job
3735,1,smfibus feeling able get anything want long quot green quot
3736,0,full thanks food jean brought half watermelon eat freeway crash die
3737,1,khanserai know feel on bright side moving place would appreciated onwards upwads
3738,1,lol mom present cost dollar
3739,0,pretty good day let s see night go oh work day tomorrow picnic
3740,1,vacation over looking forward next one
3741,0,gfalcone little girl bgt sad cried lol xxxxxxxxxxxxxxxxxxx
3742,1,yay poker win sketchy student decided show today lawl
3743,0,coffee got cold blah
3744,0,sunny work
3745,0,regret going movie audition today seems like neighbor gonna get call back http myloc me rk
3746,1,getting ready see cousin graduate gonna miss em
3747,1,day
3748,0,good news flat great regulating temp heat bad news sodding lovely outside working
3749,0,ladydutchess awww mish u ladie whats good
3750,1,yourboyh thank broooooooo twitter loop today
3751,0,teeribbzz noo u dont even know upset right now
3752,1,mikeescamilla tonyhawk flippin sweet dude thanks sharing
3753,0,hummingbird yeah tough time
3754,0,pool orlando got new kick going seaworld tommrow miss best friend
3755,1,missamanda yeah take care tonight tomorrow pay night easy
3756,0,robincareyyo you kickable
3757,1,texasjackflash thnx follow
3758,1,jamesscholes yes copyright exemption apparently trying ensure rest world have sccr
3759,1,wossy jonathan get priscilla ahn raphael saadiq show fab jools holland show
3760,1,facepanda cool
3761,1,debpenner deb looking forward exploring simple ology mark joyner back hour
3762,0,can t sleep happy fugees keeping company
3763,1,chatting old classmate hellyeah fun weird conversation haha dyankaaa hello bbm lo error ya
3764,1,wendaybird silly wendy know speak french hour study ride begin
3765,1,huge test parent house food good stuck one helping second feel good
3766,0,relapse mom dad need you jesus fucking christ stay away
3767,1,nt able follow anyone friendorfollow com come itsucks
3768,0,danecook sooo sad miss san diego
3769,1,finished new moon woo want next one
3770,1,diamondblue hehehe tryna find another condom better get u box cuz ima take u thru em
3771,0,hillsong tom night dad s birthday wish could see bday though
3772,1,wish see clip show hosted hottie shawn s yes still hottie
3773,1,http twitpic com wdui festive aint hehe
3774,0,back leg kill yesterday big old leak kitchen look like staying pjs day infront tv
3775,0,work do wrist hurt much it
3776,1,tafe actually quite good
3777,1,fly meaway sorry hon know feel though i m usually crazy family gathering probably hold back like also
3778,1,karen good good
3779,1,grahamguy coffee
3780,0,life boring without
3781,0,vautrin ti cool i still stand former proclamation stubborn way rebellioustwitwhoknowsacoolcatcook lol
3782,1,night alone piano and pro tool session ill take anytime
3783,1,wah american chocolate cheese cake chweet mummy muaxxx
3784,1,heyrbk ohh shardup hehe he hot lah gotta admeeet bleh
3785,0,jesusfreak probably suck you
3786,0,desktop quad core win boot time quot laptop dual core w ssd win boot time quot gt ssd desktop arrives day
3787,1,class trying listen really like twitter facebook amp myspace oh yeaaah amp hungry
3788,1,happy star war day
3789,1,griffreviews lol yea know almost done semester week yay
3790,0,i am umlaut oh no sorry hear
3791,0,today weigh in lost pound week o depressing
3792,0,slept eye open again hurt like hell wish could find eye lube stuff make feel better
3793,1,lvlyfairygrl would say bc overcast get sunny yes
3794,1,kellieann haha hi mum wow yes modern you need get facebook account p s talk writing mattcaplin
3795,1,doctor anyone wanna somethin bit
3796,1,boredgirl ask twitter id sun sign
3797,1,andyclemmensen seen game website awesomness go msn
3798,1,kenlee nice recolouring page nobody buying anti twittering word love it
3799,0,arrived safely san fran disgraced report tossed cooky seems longer constitution flying
3800,0,oh one monitor act deadline oh unhappy camper
3801,0,thecraftykitten like cheesecake brownie miss cheesecake brownie walmart closest l a to me em
3802,1,hello new follower suddenly lot you take little time get round
3803,1,tenotch awesome glad like it fyi platinum note free upgrade summer
3804,1,emilygrace bhb went concert remember derek mark hosting miss seeing bhb grove
3805,0,yourboogiegirl dude same hurt
3806,1,hmmm thinking taking back feel better morning think spoke early
3807,1,ughhh think plan ruined excited too
3808,0,first time week see clear blue sky
3809,1,morning darlin dahilster hope feelin tip top http blip fm zzs
3810,1,montiasutton wish could really love u around ill see do try use national champ pull lol
3811,0,it aitana k what way
3812,1,thatswhack aww that s sweet made home made card wrote song much oh well
3813,1,katabolickatie tv im watching s show marathon
3814,1,watching america next top model yah haha
3815,1,got new prom dress
3816,1,danny gavinmusic great pic have upload pix tomo i ve laptop tonight
3817,0,dannymasterson miss s show
3818,1,got raise praise great way start monday
3819,0,jpsherman that s true unfortunately lead movie die high note friday th model
3820,1,good morning everyone enjoy day thinking tweet friend
3821,1,toasted baked bean sandwich red wine perfect sunday night dinner combination
3822,0,kind lonely nobody answer phone
3823,0,bummed didnt get see manchester orchestra bc sold out spent night buying tv show itunes lame
3824,0,banjoist may ask bluegrass mean sorry advance looking bit silly asking
3825,0,katiekilljoy wanna play tonight pout pout side face
3826,1,mdurbin long till go shopping dude gunna rather fun
3827,1,may th you happy star war day
3828,1,back sweden great hot sunshine walking around looking red back writing again
3829,1,glad friday got work tired
3830,0,overshoottv thx old computer here slow kubuntu blender really
3831,1,ykesha yeah also paper one final left algebra amp take birthday june
3832,0,pic arent working twitter
3833,0,heathrow connect ï¿½ i thought bargain express but terminated hayes harlington take bus
3834,1,pm saturday know mean bedtime
3835,1,courageous one much so setting goal next couple month preparation
3836,0,impala guy hello iï¿½m back hope happens occasionally wednesday
3837,1,liannaknight can t wait see you week go fast enough
3838,1,mum really happy pretty small present oh wow tomorrow test one present one pasta recepies
3839,1,mishxmonster haha girl give beer lol xd
3840,1,btillo hehe thanks advice choose shoe three them hard
3841,1,munchin bacon butty woohoo faves
3842,0,cute malay girl came seemy room rent sadly think guyfreind bit misleading disappointing lol
3843,1,aww glad obscenely late early hour found forest kline engaged
3844,1,everyone going hometown show excited get go thames street gonna see original thames river bitch ohhhh
3845,0,awesome time gotmeet brandon rhyder unfortunatly can t sleep n tomorrow back ole job pattymlt got game face on
3846,1,yousifmind good morning asa mo b important class p
3847,1,nattyknits knew get that
3848,1,good night everyone time go mimmiz
3849,1,affascinare hehee yea supposed sound mean hahhaa
3850,1,whew first night day summer were very sad but jess s grad party go tonight
3851,0,need jb dread fact retail summer
3852,1,back mountain
3853,1,peacelovekelly eat happy
3854,1,sairzbillington lol thanks think husband would classify quot annoying quot like awesome much better
3855,1,limo ride city dinner cruise harbour makeover amp foot back massage yay hope fella get
3856,0,wojohitz marchingstars winkiedinkie erockett feel left out alone az lol
3857,0,botanical garden beautiful forgot extra memory card picture today
3858,1,pinkbunny aww hope uve hada good day xxxxx
3859,0,hungry food steal
3860,1,sunday morning realised im film snob said msn entertainment
3861,0,holiday fair
3862,0,went dentist mouth hurt can t eat
3863,0,upset right now like can t even formulate complete thought
3864,0,yeahh cenare lo mismo qe rosher ok ok roger wiii
3865,1,punisher got twitter yayy xxx
3866,0,waiting bus back cripple creek pick twizzler town seems kinda quiet tonite rolynn
3867,0,feeling bad daisy cry every episode watch waaaaay much tv
3868,1,happy sunday beautiful day london meet chergo breakfast xx
3869,0,gcrush nopantsdance thinking excited guy move realized sad see go
3870,0,late last night oracle
3871,1,bbelle yeah knew link completely amazing sings phantom
3872,1,visitgalena miss world iccvb meeting visitpeoria mon wed fun beginning
3873,1,uploading photo myspace musical
3874,0,nobody write
3875,0,work tom
3876,0,impala guy would luv hear music iï¿½m battery tv play besides think kind vampire movie
3877,0,where s happiness
3878,0,rain drop keep falling head
3879,0,well look like hurdle out
3880,1,mileycyrus wouldnt let vote yesterday made today really hope u win cause everyone know u deserve d
3881,0,know watch holly again break heart
3882,1,goodnight beautiful world sweet dream olive juice
3883,1,filmnerdjamie seen star trek twice seeing quot up quot today d since outvoted
3884,0,natbubba yeah totally unfair just flame everywhere
3885,0,rd day pain
3886,0,beta expired today back public release miss already
3887,1,scratch that watching marley me thinking could stay awake better one
3888,1,hope day nice sun upon u
3889,0,nickkk suck
3890,1,can t wait make call tomorrow gotta keep moving forward
3891,0,ex make cry wish stronger
3892,1,back home great time
3893,1,netmogul sound soooo good right mmmm malasadas leave today
3894,1,day day shred day special k challenge feel fantastic
3895,1,playing puppy
3896,0,always one time always late wanna sleep miss mere
3897,1,atxtraveler thanks try boarding
3898,1,great see oin amp cynthia happy dinner great cute little place bad oin got sick afterwards
3899,1,mummyofmany jesus heals
3900,1,tyleigh thanks hope find job soon oh almost forgot landed role indie flick first audition ever lol
3901,0,guilty awww that s him nice attempt hiding camera
3902,1,proud cg took yr making get number spot gnight twitter bug time read sleep
3903,0,night b put hold week coz ill last nite gutted still nice nite tho whers sun gone
3904,0,feeling good kinda tired miss him can t wait grad weekend
3905,0,looking food home nothing
3906,0,worked car plant once nobody belief though repect hard workin folk world
3907,0,flash lost frisby roof sad day lol
3908,1,britt came way say may fourth you work done
3909,0,tip finger hurt lmao
3910,1,juicebox know annoying be there german saying pleasant anticipation greatest pleasure own translation
3911,1,yeah made drawing today im getting flooded request portrait people
3912,0,whitney g day hasnt without ur running conversation day
3913,1,time snuggle bed electric blankie
3914,1,checked email got follower withb name living oz welcome board alrer ego changa
3915,0,wordsaftersex hurt
3916,0,gabrielsaporta heard slutted up totally jealz missed it maybe next time
3917,0,mentally exhausted cuppa right almond biscotti would really nice
3918,1,page done eclipse
3919,1,slice pizza movie star trek shared hot fudge sundae sundae house saturday night date night
3920,0,want go sit park really painting bathroom
3921,1,wow weekend pretty fucking epic grr school tmrw
3922,1,good afternoon
3923,1,bunnyrenee thank
3924,0,feel bad nice people though whover said line
3925,1,watching next day air
3926,0,already missing biddy bop home mom s night watching little bro getting rest birthday party tomorrow d
3927,1,sweetwifey new cd lovely
3928,1,happy birthday tooo meeee happy birthday tooo meeee
3929,0,vivyouell got me that s obviously going wrong
3930,0,jaredpadalecki season that s it sorry noticed ur previous update si gonna happy
3931,0,running past couple day due bad knee still guitar hero metallica arrived kept amused time rock
3932,0,feel sad elizabeth
3933,0,checking ciege cagalawan s s s collection regretting see collection tonight got invite
3934,0,reallifekaz cant come toniiiite arggh want tho fun us well def see u morrow nite tho
3935,0,mumbly joe trying guilt coming alumnus weekend think make either year suck lot
3936,1,great weekend good mood even mind work morning
3937,0,thisstarchild aww please explain quot botts quot fused
3938,0,scarletty know suck master procrastinator guy much fun without
3939,1,gennargh also brain tumor called jeffery
3940,0,empty trash mac one difficult thing ever done life picture gone
3941,1,spinachpuffs yeeeeah seen empire top computer game http www empireonline com greatestgames
3942,1,ellyaway know june gonna good im going se even im come out
3943,1,haoranc go it
3944,0,lizz xx cheer lizzi b another foh hero concert still suppose b upset xoxoxo
3945,0,slambooutchea day
3946,0,ipod died running charged
3947,1,jason yeah well deadline t hour that s architecture you oh well mmm coffee sound like good idea
3948,1,omgdarleny hahaa awesomee
3949,0,nyc right favorite people instead stuck ri
3950,0,markk h wake up tweet let know ur msn really need talk miss
3951,0,back home phone grandma love miss
3952,1,joannah hempware now case yeah start work tomorrow excited
3953,1,order pizza pizza girl sing it love new song excited new song jb paranoid day
3954,0,today day can t seem feel better dont eat im hungry eat feel like im gonna sick blah
3955,1,twtboxdj thanks mr dj
3956,1,singing along mychem
3957,1,najiahyahya yeay haha thank much jiah
3958,0,woahamber hate
3959,0,really feelin well
3960,1,fun got retweeted bot
3961,0,wynstonfernando take class fall cool though im okay
3962,1,awesome fruit vegetable juice opening lam s noodle tradehub http tinyurl com rc
3963,0,love americana movie see
3964,1,hello thereeeeeee
3965,0,lucky jade nacklace matching earring ain t lucky lost earring chain broke pendant
3966,0,strongly agrees jason wolverine hugh jackman sorry kid mouse
3967,0,igobydoc no kill spider mostly good eat bad bug make web like do smushing one
3968,0,redsoxgirl there sadly first rodeo dear suspect learned lesson
3969,0,geneva rockett know laughed stupid woman s right s joke wth glad humor
3970,1,quinland lmao yes th get excited lol
3971,1,christinerabel ha ha surprisingly well considering good time sun mountain
3972,1,went friend s house watch good old season episode supernatural lt damn love show soo fucking much
3973,1,scorch mom emailed porch anytime come tomorrow miss you worry knocking
3974,0,bah day ending nicely began
3975,0,foot killing walked mile search art shop doesn t seem like ealing one
3976,1,slashfilm peter follow me oh fun europe
3977,1,orange pineapple banana smoothie long hard day heaven
3978,1,silly http twitpic com jkb
3979,0,oasis ribena toughest decision everrr
3980,0,thebeckyanne giving si show crib sunday incredible jewelry designer gone
3981,0,bsweichsel like eight year ago sure would happen
3982,1,adnamay nite nite bday girl fun concert
3983,0,materialistic know suck data plan weak sauce
3984,0,miss much heart aching without bub http is gd jai
3985,0,way seattle yay seattle boo matt leaving
3986,0,cagneyartist sorry response assistant job already filled please check back soon sure last long
3987,1,mikeyallstars like mind evening dear
3988,1,finish book quot nudge quot going write
3989,0,fucking love alexander william gaskarth
3990,1,gooooood morning
3991,0,played like game dota hahaha wanna go home
3992,1,enjoying family time hoping able make graceful exit enjoy friend time soon
3993,0,hazelangeli vtrn bad vo got sick think amp even med feel like you
3994,1,glad home wish could make cbrown feel better
3995,0,he back oh no missed me work insane band really taken moment
3996,0,life suck
3997,0,wish drems could come true
3998,1,mcfly gig last nightt omg amazin didnt sit whole thing mcfly see best mate tutu
3999,1,hansenbanana kayyy xd yeah everyone always talk part dog dy need find movie seen xd
4000,0,confused amp sad oh come quot sweet quot cheer
4001,1,anyone go photographing today managed get macro shot flower blooming
4002,1,missing morning work cause bench press back jakarta goodluck diga test easy peasy hehehe
4003,0,victoriax im sorry
4004,1,michellecorydon thanks
4005,1,hollywoodtv alison great around miley love meet her see tell give shoutout brad fan
4006,0,killer coming td banknorth boston pm and can t go everyone else go though ticket sale sat
4007,1,http twitpic com jcwm yes ubook lenovo t finally arrived
4008,1,enjoying view sg flyer
4009,0,oowww why wisdom teeth hurt much
4010,0,apparently starwars day today like shame revision though
4011,0,xchristineannx aww sorry boy sick keep finger crossed tail lol stay well youself get better boy
4012,0,house hunting pain house shifting super pain packing never seems end can t even imagine unpacking p
4013,0,xx jessicab xx yip aw gonna miss bb
4014,0,zee can t gravity let me
4015,0,sweena can t charge hour then
4016,1,arielsatriani do haha wash foot go bed momma boy
4017,0,robbiebarnes sky terrestrial analogue
4018,0,hithit missing jmichelle told treat like step child smh
4019,0,got home love stake shake milkshake
4020,0,work really sucked past day amp meeting mon got rescheduled am that s plain evil i need new job
4021,0,princsskrys lmao never met anyone liked caramel much
4022,0,oh ex room mate moving today
4023,0,ohitsbigron dang disappointing
4024,1,almost done third chapter cover page yay
4025,1,totally got hit one bar guest ha ha yay me
4026,0,finally found new flat
4027,1,working birthday bad get work ruby rail
4028,1,drink amp amp din w amy lori
4029,1,candypants did came cold cheese sauce good though
4030,0,bohemyth interested however low carbs next month mean beer
4031,1,epicwinmaster thats great
4032,0,breaking news broiler burger king down burger burger king lunch least chicken fry there
4033,0,garethcliff heart hurt them imagine shit skin twenty stuff smeer it shame
4034,1,darklord ohh fun night slime miss place
4035,0,friend mocking weekend jamespmacdonald talking you
4036,1,http twitpic com wgoq beach phenomenal day
4037,0,honeyfaery that kat begged mum lt get attic wont let waaa yes spoilt hehe
4038,0,geminianeyes didnt research traffic beautiful system twitter approx msg second mine grab msg sec
4039,1,think would good radio dj i like awesome music great personality
4040,0,omggg heard someone gonna die new season secret life american teenager noooo
4041,0,hour now since dog put sleep rip old friend
4042,0,wishing got fij
4043,0,hereprettykitty mustv e read mind going thunderstorming pick boy bus stop
4044,0,wish would rain but
4045,1,proud dr house detoxing amber hallucination evil
4046,1,ccr harris way two ten hour real ale take
4047,1,yay got stuff rygegrej dk perfect taste like banana apple
4048,0,ankurb english screwed overall percentage x xii probably adm test too shit happens
4049,1,offically mother day happy mom day
4050,0,bellagm yes suck miss
4051,1,going watch boy striped pj s hope cry
4052,0,drove mazda rx today boy car fun sadly though find car much fun
4053,0,jenny fell asleep come
4054,1,bd illustrated too hard argue w cause make great point can t wrap heart around one
4055,0,farah n pete terrible job hiding it
4056,0,oyfreakinvey u witch im upstate fucking hick dry county alcohol ethnic food im cry
4057,0,cont small child puppy cleche sarcasm annoying bcreative again that s harrd
4058,0,left cali morning in dallas now missing car much
4059,0,want leave
4060,0,envyamor sad missed guy last night
4061,0,got haircut felt like guy quot last samuri quot forced ponytail cut off
4062,1,grecia mood amp party wanna see lol going fershure
4063,1,langfordperry woah uk mother day werid watching friend day help revise oh awesome
4064,0,spring awakening cannot wait start last time ever boo sad time
4065,0,kristindamama work disney not cracked ta be
4066,0,magmaflow yet early
4067,1,hottieann nice meet ya
4068,1,brooklyn went hard back top st hajji s yea http tinyurl com codla http ti http tinyurl com crhjs
4069,0,philadelphia phillies brett myers indefinitely injured hip http tinyurl com megxu via phi phillies nooooo
4070,0,justinodom dbl booooooo sick flippin blow bahaha kno dont many friend either feel lame haha
4071,1,stryperband love comeback stay tuned fellow follow people though turn get follower
4072,1,drunkfda twittering lone favorite hobby lt drunk professionnnnn
4073,1,tiffanyq swimming tanning heaven blasted music tanning world
4074,0,yea saw really sad commercial
4075,1,great day rode beach cruiser town see culver city antique car show found next bike http twitpic com wn
4076,1,faithfulchosen so so thanks uploaded new campaign vid post link min doing babe
4077,1,sold bike faster expected running size luckily single speed ocean now eta eo june
4078,1,writersblock yep one drink amp retrorewind block party keeping
4079,1,thing really demand lot time anyways gotta get breakfast watch naruto s latest episode
4080,1,sam ho naw min bug where tank would stop spawning min glad get keep
4081,0,nathaliecaron ended going left knee killing me think pushed much yesterday
4082,0,hungry
4083,1,amedawg haha that s great yeah zachary quinto spock really awesome indeed
4084,0,sad missed tylerhwilliams going away party due much work really gonna miss kid
4085,0,yan ming affascinare gg summer sch though attachment yan go see blog check msn ask kinny
4086,0,sad twit going miss epiphanygirl musiq soulchild anthony hamilton ugggghhhh love them
4087,1,excited summer steve winwood eric clapton eagle death metal ahhh dead weather
4088,0,ep problem adult shirt too annoying since lot adult player shirt come kid size
4089,1,mileycyrus think fun gotta hide defend enemy fun huh
4090,1,steviewynn good morning favourite pcso today
4091,0,maternitytees aww onward upwards now yay still sad leave bet
4092,1,one favorite relaxing song wake to http tinyurl com cfre good morning
4093,1,good morning looking forward listening prodigy radio big weekend brought album yesterday p amaize tbqh x
4094,0,redmummy glorious weather poor
4095,1,sjsharksfan haha agree test dummy go say quot do whatever want quot always love it magic
4096,1,powerseller thanks
4097,0,semipenguin gone restarted twetdeck wanted follow peep got posted frommy friend
4098,0,jayceiinc im disgusted well baron spelling lesson homie haha quot effort quot quot team quot r u shwasty shloshed love
4099,1,time bed got learning tomorrow early start night night good people xxx
4100,1,well would seem enter nine s individual without ssn itin ein according apple hurray
4101,0,saxa ive trying get year hard move on youre love it suck
4102,1,today good little girl hollie bgt complete sympahty vote cute aidan davis l tweet x
4103,0,really good concept mozconcept really love send something mine time
4104,0,going last full day school life good
4105,1,jennifalconer happy see something weekend flight conchords back bbc
4106,1,austra thank smoking viennoziimiigi
4107,1,timhahnproject heh moved house pius pep rally cheering band
4108,0,car broken
4109,1,feeling like romeo juliet bryant wallinwood montagues capulets fb
4110,1,erniehalter yay happy mother day screw burnt breakfast bed take e erniehalter live gt http ustre am vko
4111,0,haha aww ok back bionomial expansion ugh joy
4112,1,therealjspace bow glad service
4113,0,wholee aaron playing gig life aquatic party outside austin think mi tt bday party sadly
4114,1,ginidietrich weather report week upper s make happy perfect running weather
4115,0,aww danbharris getting married congrats new wife miss wn weekend people
4116,1,saralds thanks that sara
4117,1,paulbaan hello paul nice hear someone listening interesting thought kaashoek unisys patel doculabs next
4118,0,http twitpic com iab rounding base fast relay fast game
4119,0,day beasted me
4120,1,wolfie rankin yep buddy long time talk hows thing see cat still like sinking fang ankle lol
4121,0,ancillatilia tooo wish could get
4122,0,throat hurt gonna go read go bed text mee
4123,0,want hang beth tenaya hubby tonight but jon want hang people
4124,0,mitchelmusso would love talk live england unfair
4125,0,okay feel really sick
4126,1,steveplunkett hey need car too dm address
4127,0,ever come across something reminds alot one person completely broke heart cause
4128,0,berumen no sitting around sculpting tiny koi
4129,0,themakelounge fair want sticker moved away london
4130,1,wanderinghope hehe thanks everyone class laughing too
4131,1,okayray thanx bday wish ray
4132,0,nothing good tv
4133,0,feel type way cause im talkin anyone
4134,1,work im ina good mood
4135,0,found one coworkers actually like leaving
4136,1,shadowowns aww lt thank youu
4137,0,sara luna everything donï¿½t know explain simply itï¿½s patetic
4138,1,going back bed nap im starving tty l
4139,0,stupid folkestone cinema showing star trek time damn
4140,1,james a michael hey thanks another great day going sleep now chat tomorrow sweet dream
4141,1,man finishing quot operation anchorage quot sure give unfair advantage loot wise love stealth field suit gauss rifle
4142,1,joy thanks promoing show absence glad liked it sealfur flipthetape rock
4143,1,aclockworktoad yw get really hot middle summer like right perfect less hour away
4144,1,heading theatre show tonight exited
4145,1,finishing homework booo
4146,1,sarahfloss went john grisham instead pleased amp never suspected thing lol hope tomorrow better day
4147,0,mitchelmusso want can t call cause live argentina really really love mitchel awesome rock
4148,0,pissing letting follow ericka
4149,1,musicalmover shotbeak got grubby paw live recording paramore hear better chocolate
4150,0,designerdepot thanks adding befriending no uh oh never mind thanks
4151,1,mdnightcty too sound interesting
4152,0,damn got chili bean shirt hate messy eater lady
4153,1,megan ftw awh sorry probably going thing haha
4154,1,sedzoz actually get rid bacteria thaw nicely
4155,0,free ice cream though
4156,1,sunny day brights day
4157,1,jrathburn good mornin jason ready fresh new week well
4158,0,home got nice plug chipotle
4159,1,excited home finally week weekend people know
4160,1,thanks rawrvee fr yr congratulatory gweetin
4161,1,freedom
4162,0,sharkattack wish quot i like quot option like fb thing like
4163,0,mavinbkk know wait worth november seems far away moment
4164,0,drumstickboy also used close adiel sabby changed alot like sec
4165,1,hannahgramm haha damn inviting
4166,0,hey everyone whats up got another hour half work tell something think wouldnt know this good one
4167,1,elizapatricia o saw fleetwood mac insanely jealous enough money buy ticket think never see them
4168,1,werewolfseth really call ma am wow reality check day lol
4169,1,pchaganti concur http tr im kmvl people can t wait stop making va cloud become commodity quot cross cloud quot
4170,1,girl talk awesome
4171,0,rope witdrawal full effect one tie teaching demo one play with worst one play with
4172,1,emilyjonesmusic awww thank
4173,0,sfannah ahhhhh well least to
4174,0,depressed right now idk
4175,0,coffee turn good tiday excellent
4176,0,bye bye south beach u never let
4177,0,santojay assume able afford traveling anymore got contract
4178,0,diesel wish take care
